,nav,cash,SZ000877_P,SH600704_P,SZ000850_P,SH600231_P,SH600682_P,SH600830_P,SZ002083_P,SH600410_P,SZ002311_P,SZ000417_P,SZ002327_P,SZ000926_P,SH601566_P,SH600864_P,SZ000823_P,SZ000563_P,SH600496_P,SH600616_P,SH600803_P,SZ002430_P,SH601801_P,SH600195_P,SZ002161_P,SH600780_P,SH601002_P,SZ000712_P,SH600433_P,SH600110_P,SH600993_P,SH603005_P,SZ002238_P,SH600392_P,SH601519_P,SZ002672_P,SZ002022_P,SH600580_P,SZ000848_P,SZ000852_P,SH601999_P,SZ300267_P,SZ002179_P,SH600851_P,SZ000735_P,SH600416_P,SH600517_P,SZ002223_P,SH600062_P,SZ002064_P,SH600300_P,SZ002233_P,SZ002203_P,SZ002267_P,SZ300257_P,SH603806_P,SH600831_P,SZ000726_P,SH600682_A,SH600667_A,SZ000712_A,SH600110_A,SH600855_A,SH600160_A,SH600580_A,SZ002064_A,SZ000877_A,SH600703_A,SH600322_A,SZ000617_A,SH600192_A,SZ000522_A,SH600609_A,SZ002238_A,SZ002008_A,SH601002_A,SH600278_A,SH600063_A,SZ000850_A,SZ002106_A,SH600736_A,SZ000726_A,SH600416_A,SH600693_A,SH600227_A,SH600724_A,SZ002083_A,SH600410_A,SH600189_A,SZ000417_A,SH600704_A,SZ002097_A,SH600864_A,SZ000599_A,SH600231_A,SH600830_A,SH600230_A,SZ002179_A,SZ002053_A,SZ000563_A,SZ000429_A,SZ000050_A,SZ002018_A,SH600163_A,SH600420_A,SH600993_A,SH600780_A,SZ000837_A,SZ000301_A,SH600616_A,SZ000581_A,SZ002311_A,SH600328_A,SZ000823_A,SZ000159_A,SZ000936_A,SH600961_A,SH601999_A,SZ002430_A,SZ000830_A,SH600033_A,SZ000848_A,SZ002161_A,SZ000926_A,SH600300_A,SH601519_A,SZ002233_A,SZ000852_A,SZ002305_A,SH600851_A,SH600517_A,SH600496_A,SZ002327_A,SH600831_A,SH601801_A,SZ000917_A,SH600195_A,SZ002267_A,SZ002223_A,SH600392_A,SH601566_A,SZ002574_A,SH600803_A,SH603005_A,SH600433_A,SZ300115_A,SZ300267_A,SH600062_A,SZ002022_A,SZ000735_A,SZ002203_A,SZ002672_A,SZ300122_A,SH603806_A,SH603567_A,SZ300257_A,SH603699_A,SZ000401_A,SZ002261_A,SZ300113_A,SH600633_A,SZ300088_A,SZ002268_A,SH600978_A
2014-01-08,719333.4959422234,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.31129610538482666,0.0,,0.0,0.6887038946151733,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-09,703385.8202215628,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,692715.163846046,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.03783436864614487,0.0,,0.0,,,,,0.0,0.0,0.0,,0.9621656537055969,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,687521.9008805071,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.30181586742401123,0.0,,0.4764029383659363,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.2217811644077301,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,699317.2219065544,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,1.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,697877.6934973119,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,699067.0961530409,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-17,692126.4932894369,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-20,687472.4837883104,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-21,694039.5976855976,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-22,711390.7639311556,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-23,710973.3893010097,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-24,717356.934139319,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-27,715765.0355127637,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-28,713395.063501012,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-01-29,713567.3404796227,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2014-01-30,706107.9097625654,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-02-07,709218.0573789189,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,728512.240999005,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
2014-02-11,725770.6827038538,1040.573394998908,7104.101245583548,13809.622027497098,20450.290985645643,33794.61177521742,36115.67544554124,21916.999211386566,40074.66603879657,15181.299510147013,93088.68766600174,5625.773154393129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,,0.019999999552965164,,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,,,0.019999999552965164,,,,0.019999999552965164,,,,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
